URL,Price From,Price To,Image URL,Location,Area From,Area To,Description,Agency Name,Contact Phone,Contact Email
https://www.athome.lu/vente/?tr=buy&page=36,690900,,https://i1.static.athome.eu/images/annonces2/image_//dc/8b/e5/a02083c008060950a5d6e7c1caa282589ccfde5d.jpg,Weidingen,,,"nouveau à Luxembourg , plus de 350 maisons et plans disponibles, à partir de 300.000€ clef en main TEL: 621188 126",,134353637382141,fpilet9@gmail.com
https://www.athome.lu/vente/maison/bascharage/id-8750068.html,1045000,,https://i1.static.athome.eu/images/annonces2/image_/4f/38/58/6f3941641c380ad6cc4bd100dacf5477775fb51f.jpg,Bascharage,149,,"DescriptionCe bien se trouve dans ce LotissementMaison unifamiliale jumelée d'une surface habitable de 138 m2 et totale de 149 m2 sur un terrain de 3.72 ares La maison se compose comme suit: - Au rez-de-chaussée: hall d'entrée, cuisine ouverte sur séjour/salle à manger avec accès à la terrasse et au jardin, réserve, WC séparé, local technique/buanderie, garage - Au 1ère étage : hall de nuit/bureau, 3 chambres à coucher dont une suite parentale avec coin dressing, une salle de bain, Les plans peuvent être modifiés selon vos souhaits. Classe énergétique : AA+A+ PRIX : 1.045.000 TTC 3% Plus d'informations au +352 26 29 68 08. Réf. agence : 17 HAUTCHARAGE 2608B LKVoir toutDemander plus d'infosRéf atHome 8750068Réf Agence 17 HAUTCHARAGE 2608B LK",CALTEUX SERGE IMMOBILIER,+352 26 29 68 08,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=37,488448,,https://i1.static.athome.eu/images/annonces2/image_//0a/96/58/23cea8098f08d500c53c7bed7d79e2ae92ed670f.jpg,Mersch,,,Book your private bedroom in a fully furnished coliving space in Luxembourg. Everything is included.,,135363738392141,info@calteux.lu
https://www.athome.lu/vente/terrain/erpeldange-sur-sure/id-8741062.html,467200,,https://i1.static.athome.eu/images/annonces2/image_/6c/06/58/d2a8fc25d4be7f7d5d8237937e2a89f6f79d1a10.jpg,Erpeldange-sur-Sûre,,,"DescriptionCe bien se trouve dans ce LotissementA Erpeldange-sur-Sûre, terrain à bâtir de 5.84 ares SANS CONTRAT de construction pour une maison unifamiliale jumelée par le garage. PRIX : 467.200 euros Plus d'informations au +352 26 29 68 08. ******************************************** Situation Le lotissement «?In der mittelsten Gewan?» se situe à Erpeldange-­sur-Sûre entre la «Porte des Ardennes» et la «rue Laduno». Environs Erpeldange-sur-Sûre est un village calme situé à l'intersection de l'Oesling et du Gutland au nord-est du pays. La commune d'Erpeldange-sur-Sûre est composée de trois localités : Erpeldange/Sûre, Ingeldorf et Burden. La commune appartient au canton de Diekirch et fait partie intégrante de l'ensemble urbain appelé «?Nordstad?» qui se compose ensemble avec les communes Bettendorf, Colmar-Berg, Diekirch, Ettelbruck et Schieren. Cette région est considérée comme le troisième pôle de développement du Grand-Duché, aux côtés des villes de Luxembourg et d'Esch-sur-Alzette. Dans le centre d'Erpeldange-sur-Sûre, on trouve plusieurs petits magasins et restaurants. À Ingeldorf (9 minutes en voiture) sont plusieurs grands supermarchés, des magasins de vêtements, une pharmacie, des magasins d'électroménager et de meubles ainsi que divers ateliers de voitures. À Diekirch (6 minutes en voiture), vous trouverez une grande variété de restaurants et cafés ainsi qu'un cinéma. Le Centre Hospitalier du Nord à Ettelbruck est à seulement 8 minutes en voiture. Erpeldange-sur-Sûre offre un certain nombre d'activités sportives. La ville dispose d'un centre sportif et culturel, d'un terrain de football et d'un court de tennis. À l'étang de pêche «?Étang de Mechelsbach?», vous pourrez passer une journée de détente à pêcher. On y trouve également un petit restaurant. Le château d'Erpeldange-sur-Sûre a été construit au 12e siècle comme un château-fort d'eau. Le château a temporairement été utilisé en tant qu'une église, aujourd'hui il abrite l'administration municipale. La région autour d'Erpeldange-sur-Sûre est un paradis pour les randonneurs. Au total, 34 circuits de randonnée et 16 pistes cyclables traversent la région et vous invitent à l'explorer. L'accès direct à la route du Nord A7 permet de se rendre au Kirchberg en seulement 30 minutes. Les villes d'Ettelbruck et Diekirch ne sont qu'à 10 respectivement 6 minutes en voiture. Mobilité Le Nordstadbus a été créé pour développer la mobilité entre les communes de la «?Nordstad?». De Colmar-Berg jusqu'à Moestroff en passant par Warken et Erpeldange-sur-Sûre, deux lignes de bus effectuent des trajets réguliers entre le sud et le nord de la «?Nordstad?». La ligne 512 relie Moestroff à Warken via Bettendorf, Gilsdorf, Diekirch, Ingeldorf et Erpeldange-sur-Sûre. Les arrêts de bus «?Beim Schlass?» et «?An der Gewan?» se trouvent à proximité immédiate et sont desservis par les lignes de bus 518, 543, 550 et 552 et avec une fréquence d'environ 60 minutes. Ligne 518: Diekirch ? Ettelbruck ? Vichten ? Redange Ligne 543: Ettelbruck ? Consthum Ligne 550: Diekirch ? Ettelbruck ? Schlindermanderscheid ? Schinker Ligne 552: Diekirch ? Ettelbruck ? Consthum La Ville d'Erpeldange-sur-Sûre participe à la mise en place d'un service eMovin proposant des pédelecs (vélos à assistance électrique) et des voitures en mode partage. La gare la plus proche se trouve à Ettelbruck (environ 1,5 km de la résidence) et est desservie par la ligne 10 du réseau des Chemins de fer luxembourgeois (CFL), qui relie la ville de Luxembourg à Troisvierges. Écoles Le «?Schoulzentrum Ierpeldeng?» dans la rue Michel Kremer est une école fondamentale pour les cycles 1-4. La Maison Relais «?Sauerschlass Ierpeldeng?» est située au premier étage et accueille les enfants de 3 à 12 ans. Les villes Ettelbruck et Diekirch disposent de plusieurs écoles secondaires : Lycée classique de Diekirch Norstad Lycée École d'Hôtellerie et de Tourisme de Luxembourg Lycée Technique d'Ettelbruck Lycée Technique Agricole Lycée Technique pour Professions de Santé Distances Schoulzentrum Ierpeldeng: 700 m Cactus Ingeldorf: 2,2km Gare d'Ettelbruck: 4,4 km Gare de Diekirch: 4,7 km Étangs de Mechelsbaach: 2,5 km Lycée Technique d'Ettelbruck: 2,5 km Lycée Classique de Diekirch: 4,6 km Ciné Scala Diekirch: 4,4 km Centre Hospitalier du Nord: 2,9 km Luxembourg-Ville: 37 km Aéroport: 35,9 km Réf. agence : 10.1 TER ERPELDANGE 1908 LKVoir toutDemander plus d'infosRéf atHome 8741062Réf Agence 10.1 TER ERPELDANGE 1908 LK",CALTEUX SERGE IMMOBILIER,+352 26 29 68 08,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=38,976000,,https://i1.static.athome.eu/images/annonces2/image_//66/5a/58/1abefda4558c6037cb85e1d55f23f784d99672f2.jpg,Erpeldange-sur-Sûre,,,"nouveau à Luxembourg , plus de 350 maisons et plans disponibles, à partir de 300.000€ clef en main TEL: 621188 126",,136373839402141,ln1@calteux.lu
https://www.athome.lu/vente/terrain/mersch/id-8743328.html,488448,,https://i1.static.athome.eu/images/annonces2/image_/0a/96/58/23cea8098f08d500c53c7bed7d79e2ae92ed670f.jpg,Mersch,,,"DescriptionCe bien se trouve dans ce LotissementA Moesdorf (Mersch), terrain à bâtir de 4.28 ares SANS contrat de construction. PRIX : 488.448.- Euros ****************************************************** SITUATION Moesdorf appartient à la commune de Mersch et se trouve au centre du Luxembourg. Environs Moesdorf est à seulement 3 minutes en voiture du centre de Mersch. On retrouve une variété de restaurants, magasins, de centres commerciaux, une piste cyclable et différentes aires de jeux. Le parc municipal de 13 hectares avec un petit lac vous invite à la détente. Le «Mierscher Kulturhaus» propose un programme artistique et culturel changeant et la bibliothèque «Mierscher Lieshaus» représente un lieu de rencontre pour tous les amateurs de la lecture. Le centre national de littérature rassemble tout ce qui est lié à la littérature luxembourgeoise après l'an 1815 et propose un vaste programme d'activités éducatives et de divertissement pour les enfants. Le «Centre Aquatique Krounebierg» sur le Merscherberg offre plusieurs bassins, de nombreux jeux d'eau intérieurs et extérieurs ainsi qu'un espace Wellness. Au sommet du «Krounebierg» se trouve un obélisque, censé indiquer le centre du Grand-Duché. TRANSPORTS L'arrêt de bus « Moesdorf/Kiirch» est desservi par les lignes de bus 403 et 447. La ligne 447 dessert également toutes les écoles secondaires d'Ettelbruck aux heures de cours. Linie 403: Mersch ? Cruchten ? Oberglabach Linie 447: Heffingen ? Mersch ? Ettelbruck La gare ferroviaire et routière la plus proche, à Mersch, est accessible à seulement 4 minutes en voiture et est desservie par la ligne 10 (Troisvierges ? Luxembourg-Gare) des CFL. Luxembourg-Gare est accessible en 20 minutes en train. Diverses lignes de bus desservent la gare routière et permettent, par exemple, un transport direct vers la Badeanstalt au centre de Luxembourg-Ville. Un grand parking P+R gratuit se trouve directement à la gare. Via Pettingen, le Mierscherbierg et les autoroutes dans toutes les directions sont directement accessibles sans devoir passer par le centre de Mersch. En raison de son emplacement central, Moesdorf est à 15 minutes de Diekirch et d'Ettelbruck et à 20 minutes de la ville de Luxembourg. ECOLES L'école de Mersch est une école primaire pour tous les enfants de la commune de Mersch. Elle est composée de plusieurs bâtiments et dispense d'un enseignement aux classes des cycles 1 à 4. Le complexe comprend également 2 Maisons Relais qui sont ouvertes toute l'année scolaire. Il y a 3 écoles secondaires à Mersch : le Lycée Ermesinde, le Lycée Technique pour professions éducatives et sociales et le Lycée Classique de Diekirch annexe Mersch, qui comprend également un internat et une école de sport pour les jeunes basketteurs luxembourgeois. Depuis cette année, Mersch dispose d'une école européenne pour les élèves dont la langue maternelle n'est pas le luxembourgeois. L'école Internationale Mersch Anne Beffort n'accepte que les élèves du cycle secondaire dans un premier temps, puis le fondamental sera également proposé. DISTANCES Gare de Mersch: 2,7 km Maison Relais «Krounebierg»: 5,1 km Maison Relais «Nic Welter»: 4,2 km Centre Aquatique Krounebierg: 5,1 km Parc municipale Mersch: 4,0 km Lycée Ermesinde: 1,2 km Lycée Classique de Diekirch Annexe Mersch: 1,1 km École fondamentale «Cécile Ries»: 5,1 km École fondamentale «Nic. Welter»: 4,2 km École fondamentale «Jean Majerus»: 4,0 km SIDEC ? Recycling Center: 1,8 km Mierscher Kulturhaus: 3,8 km Topaze Merscherberg: 2,6 km Ville de Luxembourg: 26,7 km Aéroport: 24,3 km Plus d'informations au +352 26 29 68 08. Réf. agence : 6 TER MOESDORF 2108 LKVoir toutDemander plus d'infosRéf atHome 8743328Réf Agence 6 TER MOESDORF 2108 LK",CALTEUX SERGE IMMOBILIER,+352 26 29 68 08,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=39,565227,,https://i1.static.athome.eu/images/annonces2/image_//65/a4/58/7accaeca386bdaaa4c72841177194ff970e29d94.jpg,Mersch,,,Trois décennies de savoir-faire nous permettent de satisfaire toutes vos exigences dans le domaine de l'immobilier.,,137383940412141,k1@calteux.lu
https://www.athome.lu/vente/maison/erpeldange-sur-sure/id-8741065.html,976000,,https://i1.static.athome.eu/images/annonces2/image_/9c/06/58/fe740e6584dcd11a723332f0bd27cf90a0a8e9e8.jpg,Erpeldange-sur-Sûre,240,,"DescriptionCe bien se trouve dans ce LotissementA Erpeldange-sur-Sûre, maison unifamiliale jumelée d'une surface habitable de 186 m2 et totale de 240 m2 sur un terrain de 3.87 ares La maison se compose comme suit: - Au rez-de-chaussée: hall d'entrée, cuisine ouverte sur séjour/salle à manger avec accès à la terrasse et au jardin, débarras, WC séparé, carport pour 2 voitures, local compteurs/buanderie - Au 1ère étage : hall de nuit, 4 chambres à coucher dont une suite parentale avec coin dressing et salle de douche privative, salle de bain, débarras, - Combles aménageables/local technique Les plans peuvent être modifiés selon vos souhaits. Classe énergétique : AAA PRIX : 976.000 TTC 3% Plus d'informations au +352 26 29 68 08. Réf. agence : 4A.3 ERPELDANGE 1908 LKVoir toutDemander plus d'infosRéf atHome 8741065Réf Agence 4A.3 ERPELDANGE 1908 LK",CALTEUX SERGE IMMOBILIER,+352 26 29 68 08,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=40,647365,,https://i1.static.athome.eu/images/annonces2/image_//9d/5a/18/7032298520bc20b5288bb12c08c3596c8164360a.jpg,Luxembourg-Belair,,,Book your private bedroom in a fully furnished coliving space in Luxembourg. Everything is included.,,138394041422141,rent@castel.lu
https://www.athome.lu/vente/bureau/mersch/id-8735317.html,683990,,https://i1.static.athome.eu/images/annonces2/image_/55/a4/58/52977f93a595813218178f45e4766e786c152af6.jpg,Mersch,105,,"DescriptionCe bien se trouve dans cette RésidenceSITUATION La résidence «Rockwell» se situe à Mersch, 18, rue des Prés et 12/14/16, rue François Faber. Elle sera implantée sur un terrain de ca. 24,45 ares. ENVIRONS Mersch profite d'une situation idéale au centre du pays. La résidence « Rockwell » est située à proximité des centres commerciaux, supermarchés et magasins du Merscherberg. Au centre de Mersch, on retrouve une variété de restaurants, magasins, la piste cyclable et différentes aires de jeux. Le parc municipal de 13 hectares avec un petit lac invite à décompresser. Le « Mierscher Kulturhaus » propose un programme artistique et culturel. La bibliothèque « Mierscher Lieshaus » représente un lieu de rencontre pour tous les amateurs de la lecture. Le centre national de littérature rassemble tout ce qui est lié à la littérature luxembourgeoise après l'an 1815 et propose un vaste programme d'activités éducatives et de divertissement pour les enfants. Situé à 1,7 km de la résidence, le « Centre Aquatique Krounebierg » offre différents bassins, de nombreux jeux d'eau à l'intérieur comme à l'extérieur ainsi qu'un espace Wellness. Tout en haut du « Krounebierg » se dresse un obélisque, censé indiquer le centre du Grand-Duché. MOBILITÉ La gare ferroviaire et routière de Mersch est accessible en seulement 9 minutes à pied et est desservie par la ligne 10 (Troisvierges ? Luxembourg-Gare) des CFL. Luxembourg-Gare est accessible en 20 minutes en train. Diverses lignes de bus desservent la gare routière et permettent par exemple un transport direct vers la Badeanstalt au centre de Luxembourg-Ville. Grâce à l'accès à l'autoroute A7, Kirchberg se trouve à uniquement 20 minutes en voiture. Les villes d'Ettelbruck et de Diekirch sont à 14 respectivement 19 minutes en voiture. La piste cyclable de l'Alzette (PC15) s'étend sur 31 km de Walferdange jusqu'à Ettelbruck. À partir de Mersch, qui se trouve à mi-chemin, un détour par la vallée idyllique de l'Eischtal avec ses innombrables châteaux et forteresses est vivement recommandé. ÉCOLES Écoles fondamentales: 3 bâtiments Lycée Ermesinde Lycée Classique de Diekirch ? Annexe de Mersch École internationale Mersch Anne Beffort Lycée Technique pour professions éducatives et sociales DISTANCES Gare Mersch 700 m Crèche 650 m Maison Relais « Krounebierg » 1,6 km Maison Relais « Nic Welter » 800 m Terrain de football 10 m Centre aquatique « Krounebierg » 1,7 km Camping « Krounebierg » 1,8 km Poste 550 m Centre médical de Mersch 600 m Parc communal 550 m École fondamentale « Cécile Ries » 1,6 km École fondamentale « Nic. Welter » 800 m École fondamentale « Jean Majerus » 550 m Lycée Ermesinde 1,2 km Lycée Technique pour professions éducatives et sociales 1,3 km Lycée classique de Diekirch ? Annexe de Mersch 1,3 km École internationale Mersch Anne Beffort 400 m Maison des Jeunes 600 m SIDEC ? Recycling Center 2 km Centre National de Littérature 550 m Centre Marisca 550 m Administration communale (Château de Mersch) 400 m Centre commercial 1,9 km Luxembourg-Ville 25 km Institut National des Langues 350 m Aéroport 21 km CONSTRUCTION En façade principale se trouvent les entrées pour piétons et l'accès au garage commun. La résidence comporte un sous-sol, un rez-de-chaussée et quatre étages. Au sous-sol nous retrouvons les emplacements privatifs, les caves, les locaux communs et autres locaux techniques. Le rez-de-chaussée est réservé aux commerces et les étages sont réservés à l'habitation ou toute destination admise par les règlements. CONSCIENCE ENVIRONNEMENTALE Dans le contexte actuel du développement durable ainsi que de l'économie de l'énergie et de son fort renchérissement nous avons opté pour une construction des habitations suivant le standard énergétique « NZEB » (Nearly Zero Energy Building) ? Règlement grand-ducal modifié du 30 novembre 2007 concernant la performance énergétique des bâtiments d'habitation. La construction et la conception architecturale, la finition de qualité ainsi que l'isolation thermique et phonique, garantissent à tout investisseur une stabilité assurée du capital engagé et un rendement adéquat certain. Plus d'informations au +352 26 29 68 08 Réf. agence : 12-01-A2 ROCKWELL 1408 RKVoir toutDemander plus d'infosRéf atHome 8735317Réf Agence 12-01-A2 ROCKWELL 1408 RK",CALTEUX SERGE IMMOBILIER,+352 26 29 68 08,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=41,1106614,,https://i1.static.athome.eu/images/annonces2/image_//a3/89/e7/ec625d426a5833f4ee814c4c30235645716afa49.jpg,Luxembourg-Belair,,,"nouveau à Luxembourg , plus de 350 maisons et plans disponibles, à partir de 300.000€ clef en main TEL: 621188 126",,139404142432141,nimmo.fischbach@fischbach.lu
https://www.athome.lu/vente/maison/strassen/id-8708674.html,2193831,,https://i1.static.athome.eu/images/annonces2/image_/24/2e/48/fe35be9576f1619a39a356f62fb61c53a2341d58.jpg,Strassen,212,,"DescriptionCe bien se trouve dans ce LotissementCastel Immobilier propose à la vente au sein du futur Lotissement Héritage des Roses cette maison de 212m2 comprenant: - Un hall d'entrée. - Cuisine/ salle à manger. - Séjour. - 4 Chambres. - 2 salle de bains/ douche. - Wc séparé. - Local Technique. - Terrasse de 32m2 - Garage. -Jardin. Le tout érigé sur une parcelle de 328m2. Prestations incluses: Finitions: - Carrelage/parquet d'une valeur de 130 euros/m2. - Faïence d'une valeur de 130 euros/m2. - Peinture et variovlies. - Sanitaires contemporains. - Engazonnement des jardins. Energie. - Chauffage par le sol. - Pompe à chaleur. - Panneaux photovoltaïques. - Triple vitrage en aluminium thermolaqué. Sécurité: - Porte blindée en aluminium. - Vidéo-parlophone. - Détecteur de fumée. - Système d'alarme. Tous les plans sont entièrement personnalisables. Les prix s'entendent au taux de TVA réduit, sous réserve de l'accord de l'administration. Héritage des Roses à Strassen est un lieu résidentiel prestigieux situé au Luxembourg, offrant un cadre de vie exceptionnel. Localisation & Accessibilité: Le Val des Roses, situé à Strassen, est proche du centre-ville de Luxembourg et du centre commercial Belle Étoile. Cette position centrale lui permet un accès facile aux commodités et services essentiels. Environnement & Cadre de Vie: Ce quartier paisible et verdoyant est idéal pour les familles et les amateurs de nature. Les espaces verts et les jardins soigneusement aménagés offrent une atmosphère tranquille et entièrement sécurisée. Services & Commodités À proximité, vous trouverez des magasins, un grand centre commercial, des restaurants, des installations de loisirs, et de sports, des hôpitaux, et des stations-service. De plus, le Luxembourg est doté d’un service de trans- ports en communs totalement gratuit, ce qui facilitera chacun de vos déplacements. Qualité de Vie Le Val des Roses offre une qualité de vie élevée avec des espaces de vie spacieux et lumineux, bien desservis par les transports en commun.Voir toutDemander plus d'infosRéf atHome 8708674Réf Agence 86060084",CASTEL IMMOBILIER,129223330586581,support@athome.lu
https://www.athome.lu/vente/?tr=buy&page=42,894633,,https://i1.static.athome.eu/images/annonces2/image_//01/a1/08/f590453d069899840fc0c776baa15d4f29eff725.jpg,Bascharage,,,Book your private bedroom in a fully furnished coliving space in Luxembourg. Everything is included.,,140414243442141,daniel.vaz@fischbach.lu
https://www.athome.lu/vente/bureau/luxembourg/id-8296527.html,721910,,https://i1.static.athome.eu/images/annonces2/image_/f4/89/e7/ec625d426a5833f4ee814c4c30235645716afa49.jpg,Luxembourg-Belair,61,,"DescriptionCe bien se trouve dans cette RésidenceNouvelle résidence «NYX» en construction à Luxembourg-Belair Le bureau B-04 de 61,21m2 se compose comme suit: - terrasse de 23.40m2 - jardin de 12.87m2 - cave de 6.94m2 Prix Bureau. B-04: 721.910,- € (TVA 17% - pour investissement) Pour plus d'informations veuillez contacter : Fischbach Realtors & Developers immo.fischbach@fischbach.lu +352 45 71 31 1 SITUATION La résidence « NYX » se situe à Luxembourg-Belair, rue Nicolas Simmer. Ella sera implantée sur un terrain de ca. 27,47 ares. ENVIRONS Situé à l’ouest de la ville de Luxembourg, Belair béné- ficie d’une localisation privilégiée très proche de tous les autres quartiers de Luxembourg-ville. La résidence se trouve à deux pas de la place de l’étoile et a de très bonnes connections avec les transports publics. La place de l’étoile est un pôle d’échange desservi par les autobus municipaux, les autobus régionaux et de la ligne tramway. Avec la réalisation du nouveau projet «Place de l’Etoile», visant à favoriser le développe- ment des mobilités douces, elle accueillera également plusieurs pistes cyclables, des stations Vél’OH et des liaisons piétonnières vers les autres quartiers de la ville. Sur une surface de 8.365 m2 seront intégrés des commerces, un fitness, un foodhall ainsi qu’un cinéma multiplex. Le stade Josy Barthel est situé à 350 m de la résidence. Il est condamné à être démoli, une fois que le nouveau stade de Luxembourg mis en service en 2022. L’ancien stade sera remplacé par des logements. Le hall omnisport de Belair se situe à 450 m et com- prend un grand centre sportif et une piscine. On peut y trouver des centres commerciaux à quelques minutes en voiture ainsi que le centre hospitalier de Luxembourg. Les centres commerciaux «La Belle Etoile» et «City Concorde» se sont à 5 km de la résidence. MOBILITÉ A proximité directe de la résidence, sur la route d’Arlon, est l’arrêt de bus «Belair, Nicolas Simmer» qui est fréquenté par différentes lignes de bus (16, 22, 11) en direction de Luxembourg-Ville, de l’aéroport, de Bertrange et de Steinsel. --- L'excellent emplacement tout comme la construction et la conception architecturale, la finition de qualité ainsi que l'isolation thermique, garantissent à tout investisseur une stabilité assurée du capital engagé et un rendement adéquat certain et un confort de vie haut de gamme pour l’acquéreur voulant habiter ce bien. --- FISCHBACH Realtors & Developers vous propose des objets sélectionnés, pour répondre à la demande de notre clientèle. N‘hésitez pas à consulter notre site WWW.FISCHBACH.LU pour découvrir de photos supplémentaires et nos autres biens.Voir toutDemander plus d'infosRéf atHome 8296527Réf Agence B-04",FISCHBACH REALTORS & DEVELOPERS SA,129223330586581,immo.fischbach@fischbach.lu
https://www.athome.lu/vente/?tr=buy&page=43,721910,,https://i1.static.athome.eu/images/annonces2/image_//f4/89/e7/ec625d426a5833f4ee814c4c30235645716afa49.jpg,Luxembourg-Belair,,,,,141424344452141,nimmo.fischbach@fischbach.lu
https://www.athome.lu/vente/appartement/luxembourg/id-8725587.html,993586,,https://i1.static.athome.eu/images/annonces2/image_/35/42/58/32eb3c290ea3f63e8dcd7bd92683460bc182b993.jpg,Luxembourg-Belair,79,,"DescriptionCe bien se trouve dans cette RésidenceNouvelle résidence «Alila» à construire à Luxembourg-Belair ***** L'appartement 1-07 de 78,67m2 se compose comme suit: - hall d'entrée - séjour avec cuisine donnant sur la balcon de 7,81m2 - débarras - SDD - WC séparé - 2 chambres à coucher - cave de 3,45m2 - 1 parking intérieur Prix App. 1-07: 1.043.586,- € (TVA 17% - pour investissement) ---------------------------------------------------------- Pour plus d'informations veuillez contacter : M. DANIEL VAZ TEL: 45 71 31 35 GSM: 621 757 809 EMAIL: daniel.vaz@fischbach.lu (lux, fr, de, en, pt) ---------------------------------------------------------- Classe énergétique: A/A+/A+ NZEB (Nearly Zero Energy Building) Situation La résidence «ALILA» se situe à Luxembourg-Belair, 9/9A, rue Joséphine Jacquemart-Jaans. Ella sera implantée sur un terrain de ca. 15,46 ares. Construction En façade principale se trouvent les entrées pour piétons et l’accès au garage commun. La résidence comporte deux sous-sols, un rez-de-chaussée et deux étages. Aux sous-sols nous retrouvons les emplacements privatifs, les caves, les locaux communs et autres locaux techniques. Les étages et le rez-de-chaussée sont réservés à l‘habitation ou toute destination admise par les règlements administratifs afférents. Environs Situé à l’ouest de la ville de Luxembourg, Belair bénéficie d’une localisation privilégiée très proche de tous les autres quartiers de Luxembourg-ville. La résidence se trouve à deux pas de la place de l’étoile et a de très bonnes connections avec les transports publics. La place de l’étoile est un pôle d’échange desservi par les autobus municipaux, les autobus régionaux et de la ligne tramway. Avec la réalisation du nouveau projet « Place de l’Etoile », visant à favoriser le développement des mobilités douces, elle accueillera également plusieurs pistes cyclables, des stations Vél’OH et des liaisons piétonnières vers les autres quartiers de la ville. Sur une surface de 8.365 m2 seront intégrés des commerces, un fitness, un foodhall ainsi qu’un cinéma multiplex. Le stade Josy Barthel est situé à 1,4 km de la résidence. Il est condamné à être démoli, depuis que le nouveau stade de Luxembourg a été mis en service en 2022. L’ancien stade sera remplacé par des logements. Le hall omnisport de Belair se situe à 1,2 km et comprend un grand centre sportif et une piscine. On peut y trouver des centres commerciaux à quelques minutes en voiture ainsi que le centre hospitalier de Luxembourg. Les centres commerciaux «La Belle Étoile» et «City Concorde» sont à 3,6 km resp. 4,3 km de la résidence. Conscience environnementale Dans le contexte actuel du développement durable ainsi que de l’économie de l’énergie et de son fort renchérissement nous avons opté pour une construction des habitations sui­vant le standard énergétique «NZEB» (Nearly Zero Energy Building) – Règlement grand-ducal modifié du 30 novembre 2007 concernant la per­formance énergétique des bâtiments d’habitation. La construction et la conception architecturale, la finition de qualité ainsi que l’isolation thermique et phonique, garantissent à tout investisseur une stabilité assurée du capital engagé et un rendement adéquat certain. Mobilité Mobilité A proximité directe de la résidence, sur la rue du Kiem, se trouve l’arrêt de bus «Belair, Rue de l’Ouest» qui est fréquenté par la ligne 8 en direction de la Place de l’étoile, Hamilius ainsi que les lycées du Limpertsberg et de l’autre côté vers Strassen et Bertrange. En tournant dans la rue des Aubépines, on trouve un arrêt de bus desservi par les lignes 13 et 24 en direction du Bouillon, Hollerich et Howald resp. de la maternité et du Centre Hospitalier. Ligne 8: Betrange – Strassen – Val Ste Croix – Belair – Place de l’étoile – Hamilius – Limpertsberg Ligne 13: Kohlenberg – Millewee – Gare Centrale – Monterey – Belair – Merl – Val Ste Croix – Kannerklinick – Centre Hospitalier Ligne 24: Quai 1: Aubépines – Kannerklinick / Maternité – Centre Hospitalier. Quai 2: Aubépines – Val Ste Croix – P&R Bouillon – Hollerich – Gaasperecher Bierg – Howald P&R – Howald Peternelchen Vous pouvez prendre le «Tram» (tramway) sur la place de l’étoile qui circule entre la «Luxexpo The Box» et la gare centrale en passant par la place de Paris. Le trajet sera prolongé jusqu’à l’aéroport (Findel) et la Cloche d’Or au sud du quartier de Gasperich jusqu’à 2023. www.luxtram.lu Une station «vel’OH» qui est sur la place de l’étoile à 500m de la résidence et à disposition afin de louer des vélos pour faire des courts trajets. Écoles L’École Précoce et Fondamentale Belair EP est située à seulement 1,3 km de la résidence dans la rue Aloyse Kayser. Au même endroit se trouve aussi le Foyer de Belair – Kayser, un accueil pédagogique pour enfants (3–12 ans) après l’école et pendant les vacances scolaires. «OTR International School» est une école privée bilingue proposant des sections en anglais et français. Elle se trouve sur le Val Ste Croix à seulement 300 m à pied. Le quartier Limpertsberg est tout proche et dispose d’une grande offre de lycées comme: Lycée Technique des Arts et Métiers Lycée Technique du Centre Lycée des Garçons Lycée Robert-Schuman Lycée Michel Lucius Distances Place de l’étoile: 2,1 km Stade Josy Barthel: 1,4 km Hall Omnisport Belair: 1,2 km Centre de recyclage: 1,8 km Centre Hospitalier de Luxembourg: 1,3 km Centre comm. «Belle étoile»: 3,6 km Maison de Retraite «Sacré-Cœur»: 1,9 km Parc Merl: 1,9 km Parc de Ville: 2,5 km Centre Luxembourg-Ville: 2,8 km École Précoce et Fondamentale: 1,3 km Lycée des Arts et Métiers: 3,3 km Lycée Technique du Centre: 3,8 km Lycée Michel Lucius: 3,8 km Université de Luxembourg: 3,5 km Aéroport de Luxembourg: 12,8 km L'excellent emplacement tout comme la construction et la conception architecturale, la finition de qualité ainsi que l'isolation thermique, garantissent à tout investisseur une stabilité assurée du capital engagé et un rendement adéquat certain et un confort de vie haut de gamme pour l’acquéreur voulant habiter ce bien. --- FISCHBACH Realtors & Developers vous propose des objets sélectionnés, pour répondre à la demande de notre clientèle. N‘hésitez pas à consulter notre site WWW.FISCHBACH.LU pour découvrir de photos supplémentaires et nos autres biens.Voir toutDemander plus d'infosRéf atHome 8725587Réf Agence 1-07. VAZ 05/08",FISCHBACH REALTORS & DEVELOPERS SA,129223330586581,daniel.vaz@fischbach.lu
https://www.athome.lu/vente/?tr=buy&page=44,1050021,,https://i1.static.athome.eu/images/annonces2/image_//a2/f0/08/2a754ebaee60132e902169dceb443fdf27a29ccd.jpg,Bascharage,,,Notre équipe commerciale est là pour vous accompagner dans vos projets immobiliers!,,142434445462141,nimmo.fischbach@fischbach.lu
